record_id,timestamp,device_id,region,temp,pressure,humidity,vibration,status,power_kw,load_score
1,2024-02-01 00:00:00,10406,R4,18.77,102.88,78.09,1.571,ok,5.088,11.406
2,2024-02-01 00:00:30,87038,R1,24.11,97.14,50.76,0.449,ok,6.702,11.2
3,2024-02-01 00:01:00,96048,R4,19.17,101.63,93.78,0.931,ok,4.154,12.18
4,2024-02-01 00:01:30,66904,R2,20.96,100.5,39.69,1.446,ok,4.71,9.98
5,2024-02-01 00:02:00,24248,R3,18.94,104.16,87.43,1.858,warn,3.761,10.617
6,2024-02-01 00:02:30,20611,R4,23.67,102.54,35.51,0.607,ok,4.034,9.498
7,2024-02-01 00:03:00,13422,R1,25.01,106.3,48.73,1.644,ok,4.295,10.525
8,2024-02-01 00:03:30,41556,R3,18.43,103.12,43.64,0.107,ok,4.434,9.182
9,2024-02-01 00:04:00,87900,R2,23.17,96.86,31.82,1.518,ok,2.898,8.776
10,2024-02-01 00:04:30,31609,R1,23.06,101.71,28.76,1.518,ok,3.899,7.955
11,2024-02-01 00:05:00,84299,R3,19.9,99.93,78.06,1.753,ok,5.224,11.536
12,2024-02-01 00:05:30,16825,R2,29.38,103.84,41.96,0.402,ok,5.516,13.213
13,2024-02-01 00:06:00,15180,R1,23.24,103.72,49.6,0.889,ok,4.558,9.125
14,2024-02-01 00:06:30,52882,R1,19.38,100.29,78.51,0.261,fail,5.308,10.394
15,2024-02-01 00:07:00,23361,R4,24.9,103.91,78.47,0.21,warn,5.237,12.659
16,2024-02-01 00:07:30,90441,R2,21.08,102.44,37.35,0.313,ok,3.241,7.683
17,2024-02-01 00:08:00,37092,R2,24.78,101.76,62.86,1.145,ok,3.959,12.142
18,2024-02-01 00:08:30,49713,R4,21.97,99.23,51.58,1.354,ok,7.262,13.851
19,2024-02-01 00:09:00,12749,R4,18.25,100.14,41.92,1.109,warn,3.706,8.095
20,2024-02-01 00:09:30,65640,R2,29.24,105.77,30.0,0.352,ok,6.822,12.991
21,2024-02-01 00:10:00,73417,R3,28.92,102.45,58.47,0.371,ok,7.383,15.297
22,2024-02-01 00:10:30,57943,R4,24.35,105.47,88.81,1.371,ok,4.729,13.644
23,2024-02-01 00:11:00,44975,R3,21.94,100.85,83.9,0.143,ok,6.372,15.327
24,2024-02-01 00:11:30,59929,R4,26.23,99.93,21.6,0.077,ok,4.558,10.596
25,2024-02-01 00:12:00,38824,R1,24.92,105.34,42.01,1.228,ok,4.721,11.753
26,2024-02-01 00:12:30,46902,R2,21.5,105.48,73.45,0.0,warn,5.386,12.498
27,2024-02-01 00:13:00,48549,R2,27.61,101.25,66.28,0.749,ok,7.537,13.565
28,2024-02-01 00:13:30,21005,R1,20.36,99.19,74.83,0.767,ok,4.791,12.126
29,2024-02-01 00:14:00,57191,R4,20.33,100.68,29.97,0.681,ok,3.991,9.496
30,2024-02-01 00:14:30,99915,R2,27.42,99.42,35.01,0.675,ok,4.469,10.826
31,2024-02-01 00:15:00,96465,R2,20.55,100.99,86.81,0.609,ok,3.614,11.518
32,2024-02-01 00:15:30,26864,R4,21.66,99.22,33.49,0.6,ok,4.917,9.031
33,2024-02-01 00:16:00,12966,R2,23.84,104.82,63.44,0.368,ok,6.704,14.791
34,2024-02-01 00:16:30,41084,R1,21.06,100.35,30.19,0.49,ok,5.952,10.31
35,2024-02-01 00:17:00,80384,R3,24.7,98.77,28.33,1.799,ok,5.69,11.311
36,2024-02-01 00:17:30,30058,R2,24.17,101.76,70.97,1.363,ok,7.769,15.633
37,2024-02-01 00:18:00,12446,R4,30.84,99.06,56.41,1.028,ok,4.523,11.694
38,2024-02-01 00:18:30,73744,R4,23.29,99.53,72.27,0.791,ok,7.766,15.251
39,2024-02-01 00:19:00,76208,R3,22.8,99.09,81.59,0.787,ok,8.059,14.608
40,2024-02-01 00:19:30,86466,R2,27.68,102.56,25.37,0.707,ok,4.0,9.984
41,2024-02-01 00:20:00,39426,R2,29.43,101.8,80.62,0.412,fail,4.296,14.503
42,2024-02-01 00:20:30,16408,R2,26.16,101.59,94.14,0.106,ok,4.681,13.827
43,2024-02-01 00:21:00,41892,R1,28.52,101.38,20.94,1.415,ok,6.969,11.515
44,2024-02-01 00:21:30,64055,R4,23.12,98.21,47.3,1.352,ok,5.949,11.423
45,2024-02-01 00:22:00,38066,R4,28.69,100.34,47.98,1.089,ok,6.215,11.748
46,2024-02-01 00:22:30,19294,R2,27.42,97.87,94.16,0.008,ok,5.236,14.47
47,2024-02-01 00:23:00,38799,R2,23.94,98.49,29.88,0.687,ok,7.49,13.07
48,2024-02-01 00:23:30,91220,R4,30.19,102.6,71.72,2.281,ok,6.544,14.892
49,2024-02-01 00:24:00,75607,R2,24.15,102.93,36.2,0.22,ok,4.979,9.694
50,2024-02-01 00:24:30,43291,R2,26.69,100.7,23.95,1.001,ok,5.458,10.867
51,2024-02-01 00:25:00,64743,R4,20.73,101.46,72.2,0.712,ok,6.232,14.574
52,2024-02-01 00:25:30,77777,R4,30.37,100.12,49.94,0.618,ok,5.49,11.883
53,2024-02-01 00:26:00,18947,R1,23.7,104.94,75.67,1.092,ok,7.139,12.821
54,2024-02-01 00:26:30,67553,R1,25.56,97.47,82.83,1.075,ok,5.499,13.096
55,2024-02-01 00:27:00,57573,R1,19.06,104.43,43.9,0.933,ok,4.383,8.687
56,2024-02-01 00:27:30,89987,R2,20.78,103.6,30.33,0.621,ok,6.334,10.517
57,2024-02-01 00:28:00,96215,R2,24.16,101.99,36.7,0.522,ok,5.005,10.154
58,2024-02-01 00:28:30,57829,R2,18.66,101.27,46.95,1.65,ok,3.869,8.344
59,2024-02-01 00:29:00,34066,R1,29.65,102.41,91.48,1.172,ok,4.18,14.321
60,2024-02-01 00:29:30,36676,R3,18.54,99.69,86.7,0.791,ok,5.633,13.268
61,2024-02-01 00:30:00,80666,R1,25.1,106.11,86.63,2.431,warn,6.489,14.039
62,2024-02-01 00:30:30,83570,R1,28.61,97.51,32.56,0.167,ok,3.858,11.779
63,2024-02-01 00:31:00,18174,R3,19.71,103.69,65.56,1.548,ok,7.116,13.876
64,2024-02-01 00:31:30,41644,R1,26.87,103.03,76.55,0.784,ok,5.107,12.828
65,2024-02-01 00:32:00,72457,R1,22.58,98.62,54.63,1.19,ok,4.999,10.254
66,2024-02-01 00:32:30,42974,R4,22.3,105.09,86.28,1.63,ok,5.282,14.38
67,2024-02-01 00:33:00,99891,R4,22.4,100.26,80.02,0.717,ok,4.249,12.539
68,2024-02-01 00:33:30,23194,R2,23.07,103.05,63.08,0.65,ok,5.969,13.174
69,2024-02-01 00:34:00,46157,R4,29.1,99.2,46.29,0.958,ok,4.995,12.835
70,2024-02-01 00:34:30,30580,R2,18.43,103.24,38.6,1.037,ok,5.821,10.775
71,2024-02-01 00:35:00,78006,R1,23.52,99.68,63.45,1.546,warn,3.895,11.786
72,2024-02-01 00:35:30,42220,R2,23.1,101.4,65.38,0.08,ok,7.378,13.137
73,2024-02-01 00:36:00,61866,R4,26.43,102.67,21.18,0.673,ok,5.023,8.794
74,2024-02-01 00:36:30,94014,R1,32.37,102.12,81.01,1.729,ok,5.518,14.943
75,2024-02-01 00:37:00,80232,R1,26.78,102.15,35.86,0.29,ok,8.008,12.977
76,2024-02-01 00:37:30,94239,R1,23.79,100.22,40.04,1.866,ok,3.551,8.611
77,2024-02-01 00:38:00,55358,R2,22.14,100.34,74.65,0.92,ok,3.525,9.753
78,2024-02-01 00:38:30,42273,R3,25.19,102.28,76.59,0.473,warn,4.197,11.03
79,2024-02-01 00:39:00,92711,R2,27.52,104.89,63.74,0.05,warn,4.715,12.742
80,2024-02-01 00:39:30,20077,R1,25.25,101.21,22.1,0.776,ok,5.04,9.549
81,2024-02-01 00:40:00,78053,R1,17.82,97.3,62.93,0.987,ok,6.35,11.679
82,2024-02-01 00:40:30,33199,R1,28.37,102.99,57.46,0.435,ok,5.803,13.863
83,2024-02-01 00:41:00,62935,R4,21.37,97.64,87.36,0.372,ok,4.906,11.714
84,2024-02-01 00:41:30,66055,R3,24.8,103.14,71.46,0.39,ok,4.817,11.519
85,2024-02-01 00:42:00,65362,R3,26.39,100.06,28.56,0.296,warn,4.1,8.313
86,2024-02-01 00:42:30,15945,R3,21.91,98.28,40.03,0.081,ok,5.825,10.672
87,2024-02-01 00:43:00,11608,R2,24.27,98.69,67.54,0.958,ok,7.1,14.462
88,2024-02-01 00:43:30,58662,R4,28.51,103.11,44.83,0.941,ok,5.468,12.331
89,2024-02-01 00:44:00,46728,R3,19.88,102.61,64.63,0.671,ok,2.09,8.598
90,2024-02-01 00:44:30,50033,R1,27.88,98.71,33.64,1.572,ok,5.199,11.644
91,2024-02-01 00:45:00,34840,R1,27.67,103.75,80.51,1.269,ok,4.47,13.055
92,2024-02-01 00:45:30,63281,R2,18.53,100.96,55.36,0.111,ok,4.503,10.858
93,2024-02-01 00:46:00,56871,R2,30.36,103.7,80.16,0.216,ok,5.188,15.368
94,2024-02-01 00:46:30,21410,R3,29.91,102.05,84.29,0.955,ok,4.06,13.374
95,2024-02-01 00:47:00,33657,R3,25.43,100.92,73.83,1.042,ok,7.098,14.471
96,2024-02-01 00:47:30,94371,R4,24.56,103.14,69.38,1.567,ok,4.939,12.443
97,2024-02-01 00:48:00,31288,R2,24.23,100.21,79.24,1.002,ok,5.095,13.038
98,2024-02-01 00:48:30,92672,R3,32.4,103.1,40.89,0.331,ok,6.64,14.988
99,2024-02-01 00:49:00,92627,R4,26.14,99.49,76.6,0.33,warn,6.542,15.468
100,2024-02-01 00:49:30,20849,R2,25.93,99.72,82.89,0.595,ok,4.17,11.864
101,2024-02-01 00:50:00,61058,R4,28.61,100.21,21.73,0.157,warn,7.774,12.105
102,2024-02-01 00:50:30,93474,R4,22.02,100.87,76.09,1.948,ok,6.1,12.744
103,2024-02-01 00:51:00,45388,R1,30.11,102.96,34.62,2.346,ok,6.676,14.893
104,2024-02-01 00:51:30,48455,R4,23.31,99.89,63.87,2.331,ok,4.494,10.695
105,2024-02-01 00:52:00,98375,R1,29.1,100.17,83.53,0.234,ok,3.358,12.843
106,2024-02-01 00:52:30,18704,R1,25.13,101.52,86.2,1.076,ok,6.237,13.449
107,2024-02-01 00:53:00,61346,R1,25.69,100.95,64.66,0.833,ok,5.374,12.312
108,2024-02-01 00:53:30,84214,R4,24.79,98.65,92.61,0.339,ok,4.136,14.003
109,2024-02-01 00:54:00,20737,R3,26.39,106.2,72.54,0.734,ok,3.101,12.264
110,2024-02-01 00:54:30,70331,R2,21.62,100.22,22.31,0.642,ok,5.697,8.835
111,2024-02-01 00:55:00,55825,R4,25.31,100.14,57.16,1.553,ok,6.128,11.81
112,2024-02-01 00:55:30,35886,R2,26.71,101.82,82.61,0.769,ok,4.618,14.008
113,2024-02-01 00:56:00,99988,R4,23.11,98.93,82.41,0.979,ok,6.606,13.534
114,2024-02-01 00:56:30,17825,R2,22.16,101.19,79.81,0.772,ok,5.243,11.267
115,2024-02-01 00:57:00,86226,R3,21.85,102.04,81.5,1.145,fail,3.531,10.905
116,2024-02-01 00:57:30,43328,R2,22.99,103.75,34.93,1.683,ok,7.994,13.22
117,2024-02-01 00:58:00,89374,R1,19.45,103.01,21.48,0.46,ok,8.859,13.029
118,2024-02-01 00:58:30,20652,R1,28.32,106.19,54.22,0.842,ok,3.854,13.757
119,2024-02-01 00:59:00,42307,R3,25.74,103.74,44.76,1.247,ok,5.029,11.923
120,2024-02-01 00:59:30,71826,R2,27.0,99.29,85.96,0.048,ok,6.259,13.906
121,2024-02-01 01:00:00,98785,R1,23.59,102.28,79.69,0.357,ok,4.883,13.006
122,2024-02-01 01:00:30,67028,R4,31.41,99.94,21.04,0.776,ok,4.378,11.944
123,2024-02-01 01:01:00,31211,R2,20.26,100.25,37.89,0.063,ok,5.884,11.803
124,2024-02-01 01:01:30,60497,R4,19.81,99.9,51.51,1.273,ok,6.957,13.981
125,2024-02-01 01:02:00,80139,R2,27.87,97.61,32.18,1.877,ok,6.471,11.407
126,2024-02-01 01:02:30,37939,R2,28.67,101.6,82.51,1.633,ok,6.913,16.827
127,2024-02-01 01:03:00,17178,R3,22.18,101.06,21.16,0.913,ok,4.961,9.494
128,2024-02-01 01:03:30,37693,R4,24.28,97.73,21.55,0.621,ok,5.418,8.956
129,2024-02-01 01:04:00,18256,R1,19.63,102.91,48.72,1.949,ok,5.957,10.556
130,2024-02-01 01:04:30,41122,R4,27.88,101.75,63.35,1.353,ok,6.919,13.472
131,2024-02-01 01:05:00,77759,R2,26.84,105.24,55.16,0.665,ok,5.243,12.137
132,2024-02-01 01:05:30,33720,R3,28.86,96.49,85.61,1.38,warn,6.265,15.323
133,2024-02-01 01:06:00,63827,R4,18.68,105.8,44.56,0.517,ok,2.403,6.42
134,2024-02-01 01:06:30,18605,R1,12.47,102.22,69.66,1.281,ok,6.714,13.648
135,2024-02-01 01:07:00,29955,R4,19.26,100.81,51.23,0.206,ok,6.824,12.954
136,2024-02-01 01:07:30,48518,R4,22.03,103.29,76.28,0.628,ok,5.992,13.23
137,2024-02-01 01:08:00,50685,R4,19.08,103.39,59.28,0.629,fail,4.472,12.275
138,2024-02-01 01:08:30,12846,R1,21.22,101.09,36.65,1.574,ok,5.888,9.993
139,2024-02-01 01:09:00,20331,R1,27.25,104.89,70.36,1.345,ok,5.81,14.621
140,2024-02-01 01:09:30,52625,R3,28.78,105.15,88.89,0.962,ok,7.625,15.583
141,2024-02-01 01:10:00,95301,R2,23.27,99.82,57.12,0.808,ok,0.901,7.469
142,2024-02-01 01:10:30,44243,R2,24.79,101.86,39.33,0.42,ok,7.543,12.873
143,2024-02-01 01:11:00,52338,R4,22.8,103.26,93.81,1.539,ok,4.352,10.961
