pm25;no2;wind
3.76773075036035;23.18219768048695;3.0718821367344633
15.418457004617903;11.821958126097506;5.594202958667866
36.60858209196948;18.359307561024032;4.505974780927044
37.83706721459015;29.10836014268116;4.234208744067738
16.884905719496523;55.28788847005398;3.709214592903546
2.5255852619922194;14.263857378181813;4.587176010762244
32.57102121771679;;3.4552222291434065
12.055143131337845;36.10678950651238;5.794270604452306
12.991677828211252;48.33958877893453;3.3206798506853468
21.605993003123626;31.8731648768635;3.296892603252275
20.482373582694315;;0.41670796730776427
15.522953119027001;47.73148116997925;5.087145261018103
16.607238736215294;18.34404445455901;2.0558956539927093
18.976723545707785;41.8680832477925;-0.055050801733044
16.43214743443118;9.090464382278643;3.2316800425848182
17.186956977440452;30.96290757685256;2.9925964902992552
21.33124053615647;;4.1747737195784005
29.240287773475607;19.16849299382158;4.473706982068413
27.988632764088273;44.585898141371075;2.25838606894808
18.493953363682202;45.42767862502364;7.579868214001177
21.19967999530872;46.0354109305474;3.197996175172003
41.1321890011108;35.69610975512973;0.9677007077319493
36.83960524091506;11.511303834325421;5.874225373731244
31.578617026306546;25.06537129276895;4.59261059856506
3.7440179433113485;45.08820753485491;4.113293020748195
;44.8903276218895;2.84704394318352
16.894331857012112;47.95042174191629;3.5687346740264814
13.521864254604393;34.71136546800801;0.24713300208980726
20.68373996560162;27.27109104705472;3.093422748126994
37.564900741227596;0.5178789872164842;7.185175658036185
35.65933229986366;42.93970926667891;2.068474601267626
17.565830088087083;28.51281861171676;3.7651592221050953
26.015443874939876;11.193331149484486;0.9726590717809547
19.94127959973454;41.440920680619705;2.718948117659
22.119201787185464;51.29330189471828;1.6022123326451188
36.97067070262239;43.009052184750296;4.140980280650376
24.242140032308026;;3.8237491664671266
3.913762522923257;44.00106456782324;1.545534435064924
26.664275498344388;-10.959463256913537;3.6324284725072182
46.79642574431469;55.8174186702617;3.6856441358498055
16.600015122954016;18.12394640789304;3.7623841166159733
43.5825108660908;19.44009281441096;
32.40957784608577;22.933461554802406;5.847566321821091
39.11512410787576;24.648530307140103;
35.50530465243227;52.506115952929505;3.0404670191843275
27.133536753178454;38.15749750114546;3.240106344070232
;19.822437393368606;1.5468411665603345
27.10809198447239;22.092713136114167;1.9883094352195658
27.79818341177151;;4.344862909842387
36.65871536255165;35.29552989166349;6.387433692654101
-2.012123070256987;23.52263579327108;
7.841557119815015;5.672006446658234;6.939808644821051
27.835639884836993;4.8645874644422875;2.6504697279525686
;13.24669089330138;5.3178511607829115
14.593292699105742;31.43756816948137;4.144055575816928
29.287334965160863;46.64120973223752;3.792162594688976
33.14026851886759;;2.8594878180419823
22.663493197178553;47.610915696323616;3.523767001565573
42.154668556078136;38.48661852287346;2.4336228712355084
44.39733306437657;11.6123334019752;4.918512271926819
26.461417343115684;36.372841160734794;5.176795720350164
35.09046891639475;37.014345066472046;2.524250700571127
4.643658537753794;28.19852320637549;1.0392974934236037
37.88045582817412;25.410365785775255;3.008226579018884
42.59183407163884;27.77598716571924;6.482684717759138
12.815160431397132;;
32.40066828295619;10.017531189058726;5.230184308469848
2.5174057250508213;68.12648024806319;2.1082901557203972
15.558725658949596;11.227925191458457;2.7706918801823566
18.756147959701202;3.5008156674589017;3.033912962820117
7.302963922587644;19.194997045082165;1.7433532717269045
22.144116294031093;36.88692695059928;3.7502850586899026
21.352460466535263;38.41777862911811;2.2723679577885143
32.40132228060073;14.640705816801798;4.923413077321044
6.8332268149300965;31.448735020381193;3.633813848661526
32.48011305757342;21.830912688514836;5.7213253869441
15.52998235205465;32.85438418488179;0.9839110923915695
9.657861984733492;25.60112179806489;
22.643299121639107;19.58936255488534;2.8888758429576686
34.0329173107011;20.263025942510556;4.194821450474235
19.189484586204827;-2.9869596548873147;2.8669634089126177
31.166871154447144;26.677000468661856;6.083620884702897
28.34687680766041;28.853465699425268;3.2238568443688704
62.61598397709556;8.872539120328895;2.1418744178744573
21.248972681199096;24.94942018681069;3.2585975865274337
23.00211345268388;26.17114311071312;3.01155015172832
38.29507057020309;2.197854248286653;4.892371715204326
24.37946440644794;18.42699931662441;2.8822884701205043
28.011836422968887;17.954768413248317;1.2193942280011756
3.920245187112279;32.69608207103584;3.76628009742874
23.53701088453298;48.67836438399515;2.5237245479028085
16.538830171254965;30.708211262979045;1.767852725240052
19.245908145039856;47.39381360625305;3.5338727376780934
28.07846450686919;26.662910365054866;3.301824415738015
24.341090440524816;35.56863313772411;3.1694959610964237
34.265948414964306;31.001957186737563;3.890633691686075
36.44780571767548;66.17158371060862;2.6316696277153344
22.873591231799864;27.714734850882387;3.67390745582325
28.593765459099046;41.73717895285588;2.615619532327637
0.5959427276535862;33.04086004295067;4.733372636430456
28.774964369849243;46.884212281070745;3.464359719675369
37.636148877069104;39.48221152561932;6.124641456162531
14.082979915430554;35.111097656910665;2.757673647588344
34.066114899754005;12.875255054814751;4.035736248232218
19.57631633664712;14.196747352043177;5.194563410324106
18.079770105101254;20.757993799788053;4.304331187510416
42.09025372099278;25.61228515034351;
24.605268082626836;31.667193733916697;4.0040853365774485
35.40178895356766;20.7940295541971;
1.568590139712441;0.34197283118480826;3.9468008811655007
17.681959351933344;45.41062891767612;3.477949222052518
33.53916163720173;36.70957114972803;4.605720213438906
26.492913499091877;30.903764783454633;3.372875427438944
22.7936002131008;48.80787479271617;2.0228815469388954
32.24773230741063;17.945083142428082;6.587665695838417
15.02373637917871;28.036501280690103;4.816185668097041
39.606891010389575;32.39314095157247;2.1327184023259385
22.44903712011126;23.772459777546995;3.1334221452561004
15.211129937637569;18.065041978077282;2.645432524019129
;43.121549851933864;2.752821758967723
24.021401366012366;34.260132286982326;4.800665603034372
19.882276480361796;39.3602415815015;3.0025640806837184
31.313912685412006;17.645569803372403;6.374144639307368
24.443565380631433;42.449682733184765;0.8499635640258534
20.728214832070073;20.650931003247706;3.4554793635635
29.240722064720124;33.708292833909134;1.5027606102913653
18.64550257672917;59.69382014659655;3.9912092783773683
30.896007601397933;42.781170995160394;4.171130012308531
28.916713834826922;35.088289770236024;4.848537841921183
28.422913726522655;;1.6594963039331816
20.704626196770878;21.455081279718424;4.147082553384976
;37.35968310559475;2.1897977155037944
34.70448965899398;17.52222654322616;3.643696409115475
32.368651723491155;24.573798702539925;2.8370933916915937
12.904171512540671;53.86074295284237;1.6031851607280942
19.806066820379733;34.10496677239447;4.583436091737724
41.076523647542516;51.10749458224557;3.112143548686214
36.80809015978491;28.460884696141132;4.786399301764815
10.959746538794086;48.31203896610387;4.893522087291524
25.142666973058528;30.775905170437955;5.466994462273872
30.028055205014805;32.00675647961404;
;30.36287243304768;2.1066323953797363
26.52546334082793;35.40861228482224;5.300998161215042
30.806327202410117;26.116962669637534;3.6542288616756022
;9.163609437740803;5.523293796705433
37.78832974244247;29.46435048713416;1.72581774618546
22.83077975189505;31.986113079641754;4.533014907510521
25.546705329605253;54.52299653152635;3.5646579863425023
15.903372629394404;-3.907125197388666;3.437816973781998
21.72245025813494;54.260301012646515;3.0175712786343967
20.11105097606511;45.72399058365981;1.8341609248309645
22.736570766048047;40.28424363319279;4.495693448005867
23.86904547864252;32.31374344778753;2.911911768402755
34.76033895672656;;3.817195283585327
29.191873774304714;59.26224763042311;6.398626718613629
9.640754477072825;;2.6947055811419203
;33.76166800093684;3.0534362806700472
18.414625328839907;34.284977146576324;3.255586228439212
11.927183216671978;28.367772103911335;2.908556164946465
11.292854704038634;38.91597964531611;2.955083831946774
27.037336843232637;29.334681838611427;4.546562171955775
37.73104668264881;34.618523566651746;5.485046089056111
22.470279295728982;36.5699788714778;
36.24720465193396;66.4545512029695;4.609793987561714
26.02808106118385;;3.2408273156609395
-0.8673303351008208;32.39961735378014;3.2030234458900115
32.34578505239296;48.41167813671919;2.900190091453436
18.493900925501002;42.40014901830345;2.3529819919756987
15.273549266647729;40.16168680608249;5.354581156488213
32.41469207875177;75.16980905317894;
26.60631849320347;46.31862740471132;4.416570309248279
24.192785729567674;20.628491860365493;2.2443156393304564
26.164628354925057;18.906466798807767;3.568814720115091
14.834904287575347;29.424997917172846;3.4987919619996393
46.23953045691615;23.456530050760342;2.2563793057403023
27.070899373549402;31.190111441487737;2.9798911382073108
26.9036787984798;35.069971810439036;1.8971387105136033
23.955430119006607;34.10075150355834;3.525149416131517
5.601543550812192;-6.859007887648687;0.8591474270468611
16.905213285503585;18.665777847908828;3.413352935966662
10.31472623546318;40.74018480772495;4.47640250487953
9.164103197078623;54.65447033020121;3.480558673566642
;23.944413358215627;2.4496922207910377
17.377497681498376;24.017338138838067;2.5260516457763713
25.245803793946777;28.6627632853651;5.31223036519714
