record_id,timestamp,device_id,region,temp,pressure,humidity,vibration,status,power_kw,load_score
1,2024-02-01 00:00:00,19485,R3,27.46,100.14,49.11,1.222,ok,3.991,8.743
2,2024-02-01 00:00:30,68367,R3,23.76,105.12,66.69,1.566,ok,3.862,10.364
3,2024-02-01 00:01:00,91938,R4,31.52,103.0,49.05,1.147,ok,5.804,13.085
4,2024-02-01 00:01:30,52991,R1,22.43,103.82,43.76,0.269,ok,6.943,13.15
5,2024-02-01 00:02:00,83783,R1,30.78,97.16,35.09,0.143,ok,3.852,12.229
6,2024-02-01 00:02:30,55245,R3,18.05,101.09,47.81,0.539,ok,5.383,12.125
7,2024-02-01 00:03:00,35823,R3,22.76,99.85,64.77,1.839,ok,4.925,11.684
8,2024-02-01 00:03:30,76129,R3,24.48,102.14,54.91,1.415,ok,4.737,10.658
9,2024-02-01 00:04:00,58822,R3,20.21,102.3,29.33,1.037,warn,7.068,12.304
10,2024-02-01 00:04:30,54205,R1,26.5,98.76,56.33,0.496,ok,4.947,12.079
11,2024-02-01 00:05:00,48213,R1,25.23,100.41,89.11,0.631,ok,5.808,13.559
12,2024-02-01 00:05:30,16887,R4,24.84,101.99,78.37,0.76,ok,7.185,13.895
13,2024-02-01 00:06:00,13248,R1,22.78,100.64,61.76,0.745,ok,4.145,9.865
14,2024-02-01 00:06:30,47403,R1,20.98,98.81,89.64,1.025,ok,5.843,14.295
15,2024-02-01 00:07:00,24702,R1,25.77,99.36,49.19,0.682,ok,5.714,12.01
16,2024-02-01 00:07:30,99060,R3,22.41,102.11,63.12,0.759,ok,4.985,11.276
17,2024-02-01 00:08:00,99437,R2,22.17,101.56,25.52,0.717,ok,5.729,11.099
18,2024-02-01 00:08:30,25048,R3,22.43,102.76,31.99,0.534,ok,5.707,10.756
19,2024-02-01 00:09:00,48174,R3,23.72,102.17,53.55,0.854,ok,4.265,9.505
20,2024-02-01 00:09:30,83491,R2,22.32,98.96,75.3,1.932,ok,5.241,11.368
21,2024-02-01 00:10:00,38509,R1,18.64,101.16,23.72,1.229,ok,4.779,10.999
22,2024-02-01 00:10:30,30641,R2,25.15,98.88,60.63,0.668,warn,5.41,11.725
23,2024-02-01 00:11:00,42576,R3,24.05,99.95,41.19,0.435,ok,5.915,11.967
24,2024-02-01 00:11:30,29888,R3,26.95,102.74,43.75,1.797,ok,6.764,13.414
25,2024-02-01 00:12:00,77399,R3,19.4,101.69,36.6,0.623,ok,4.213,9.316
26,2024-02-01 00:12:30,13736,R1,30.83,105.44,42.29,0.756,ok,4.84,12.753
27,2024-02-01 00:13:00,72834,R2,28.14,99.49,42.57,0.168,ok,4.932,9.989
28,2024-02-01 00:13:30,19653,R1,17.34,102.81,87.08,0.537,ok,3.108,11.163
29,2024-02-01 00:14:00,89347,R4,21.48,99.36,92.17,0.907,ok,6.598,12.786
30,2024-02-01 00:14:30,74199,R3,22.13,105.42,85.01,0.158,warn,5.443,13.33
31,2024-02-01 00:15:00,20544,R3,28.91,102.37,28.44,1.085,ok,6.239,12.661
32,2024-02-01 00:15:30,97957,R4,24.5,102.63,52.66,0.44,ok,7.807,13.468
33,2024-02-01 00:16:00,46754,R4,24.06,97.91,68.37,1.215,ok,4.359,11.847
34,2024-02-01 00:16:30,35198,R2,27.6,100.9,44.02,0.399,ok,7.539,13.704
35,2024-02-01 00:17:00,65442,R1,27.44,103.59,90.84,1.079,ok,5.085,14.6
36,2024-02-01 00:17:30,38335,R4,22.11,102.89,41.55,0.734,ok,5.876,10.471
37,2024-02-01 00:18:00,60023,R1,26.75,105.17,64.63,1.868,ok,7.298,14.961
38,2024-02-01 00:18:30,19054,R4,17.35,98.26,32.88,0.44,ok,5.269,7.881
39,2024-02-01 00:19:00,10971,R2,24.95,103.57,22.98,0.366,ok,3.495,8.207
40,2024-02-01 00:19:30,92823,R1,22.04,99.88,21.77,0.644,ok,5.028,9.571
41,2024-02-01 00:20:00,34578,R3,23.61,101.94,63.07,0.05,ok,4.373,12.651
42,2024-02-01 00:20:30,36039,R3,19.32,103.2,52.05,1.474,ok,5.566,12.848
43,2024-02-01 00:21:00,34601,R2,24.24,98.79,93.18,0.713,ok,6.182,15.611
44,2024-02-01 00:21:30,93399,R3,32.07,104.49,90.0,0.473,warn,6.519,15.778
45,2024-02-01 00:22:00,78950,R2,24.94,99.88,58.61,0.52,ok,6.84,12.68
46,2024-02-01 00:22:30,57201,R1,25.1,103.31,62.33,0.256,warn,7.152,14.856
47,2024-02-01 00:23:00,48781,R3,14.11,102.95,77.51,0.052,ok,4.365,9.69
48,2024-02-01 00:23:30,31746,R2,24.89,102.9,59.87,1.107,ok,1.814,9.547
49,2024-02-01 00:24:00,70589,R1,19.26,101.62,88.71,0.393,ok,7.485,15.126
50,2024-02-01 00:24:30,74988,R3,20.08,103.03,93.2,0.309,ok,5.65,13.053
51,2024-02-01 00:25:00,98181,R2,30.58,99.5,28.87,0.015,ok,4.967,12.41
52,2024-02-01 00:25:30,89808,R3,17.91,103.23,79.12,1.243,ok,3.916,12.141
53,2024-02-01 00:26:00,64663,R3,26.81,100.54,53.19,0.266,ok,5.396,12.95
54,2024-02-01 00:26:30,89453,R2,22.84,99.32,47.41,1.126,ok,4.801,8.076
55,2024-02-01 00:27:00,44791,R2,20.66,99.55,91.47,0.293,ok,6.195,13.383
56,2024-02-01 00:27:30,19822,R4,18.53,98.97,70.09,0.897,ok,5.378,10.985
57,2024-02-01 00:28:00,51120,R3,27.76,101.61,22.86,0.901,ok,3.512,8.515
58,2024-02-01 00:28:30,36235,R4,27.43,100.07,79.28,0.401,ok,4.282,12.049
59,2024-02-01 00:29:00,19383,R2,17.66,104.82,88.6,1.939,warn,4.476,11.206
60,2024-02-01 00:29:30,61857,R2,31.44,102.28,35.37,0.955,ok,3.483,8.996
61,2024-02-01 00:30:00,98077,R1,20.85,102.99,29.86,0.045,ok,5.974,8.62
62,2024-02-01 00:30:30,21538,R4,23.2,104.81,55.47,1.202,ok,4.991,11.197
63,2024-02-01 00:31:00,59932,R4,27.1,102.31,94.76,0.831,ok,2.954,11.752
64,2024-02-01 00:31:30,50599,R4,24.35,101.18,86.84,0.622,ok,4.73,13.3
65,2024-02-01 00:32:00,85157,R4,27.95,100.39,71.07,1.22,ok,5.442,13.754
66,2024-02-01 00:32:30,23123,R1,26.88,101.3,29.53,0.195,ok,5.727,11.455
67,2024-02-01 00:33:00,42682,R2,21.99,105.93,65.85,1.856,ok,4.607,13.125
68,2024-02-01 00:33:30,14988,R3,24.55,103.76,92.97,0.604,ok,7.482,15.596
69,2024-02-01 00:34:00,35176,R4,22.43,95.45,36.42,1.384,ok,5.481,11.625
70,2024-02-01 00:34:30,40441,R1,21.43,104.85,75.97,0.646,ok,3.215,10.381
71,2024-02-01 00:35:00,14340,R3,18.86,99.24,91.14,0.489,ok,6.262,14.391
72,2024-02-01 00:35:30,63483,R4,22.1,100.59,34.32,0.242,ok,4.759,9.056
73,2024-02-01 00:36:00,33991,R3,26.35,99.47,89.99,0.162,ok,4.309,13.1
74,2024-02-01 00:36:30,99711,R2,30.36,100.88,62.95,0.882,ok,4.687,14.185
75,2024-02-01 00:37:00,78977,R4,22.17,104.56,36.78,0.946,ok,5.479,10.539
76,2024-02-01 00:37:30,49074,R1,16.16,99.67,83.95,0.282,ok,4.689,12.257
77,2024-02-01 00:38:00,88581,R1,27.98,101.68,34.05,1.145,ok,5.435,11.315
78,2024-02-01 00:38:30,26356,R4,26.78,100.42,61.83,0.676,ok,6.063,12.236
79,2024-02-01 00:39:00,87849,R2,28.61,98.71,36.83,0.226,ok,4.37,11.026
80,2024-02-01 00:39:30,22330,R3,27.54,102.78,91.09,1.22,ok,4.665,13.939
81,2024-02-01 00:40:00,26122,R2,32.21,101.59,26.2,0.863,ok,5.789,12.105
82,2024-02-01 00:40:30,69323,R1,18.53,100.43,64.43,1.141,ok,6.622,10.978
83,2024-02-01 00:41:00,58319,R2,29.32,95.53,92.06,0.821,ok,4.057,13.278
84,2024-02-01 00:41:30,26372,R4,24.04,101.76,62.28,1.803,ok,6.021,15.33
85,2024-02-01 00:42:00,95237,R3,28.97,102.58,58.2,0.087,warn,6.538,12.728
86,2024-02-01 00:42:30,35789,R3,16.32,101.89,41.79,1.076,ok,4.257,8.122
87,2024-02-01 00:43:00,17390,R2,21.64,99.1,23.95,1.37,ok,4.603,8.88
88,2024-02-01 00:43:30,51720,R2,32.58,100.72,88.65,1.008,ok,5.929,16.002
89,2024-02-01 00:44:00,49713,R2,30.05,103.15,87.26,0.345,ok,6.805,15.301
90,2024-02-01 00:44:30,49629,R3,24.2,97.87,63.11,0.311,ok,6.005,12.598
91,2024-02-01 00:45:00,78451,R2,18.7,104.44,55.77,1.578,ok,3.162,9.508
92,2024-02-01 00:45:30,41388,R1,23.87,103.76,22.26,0.63,ok,4.66,10.449
93,2024-02-01 00:46:00,48959,R2,26.19,99.47,65.42,0.976,ok,5.828,14.085
94,2024-02-01 00:46:30,32123,R4,21.01,101.5,74.03,0.076,ok,3.341,8.449
95,2024-02-01 00:47:00,75268,R3,22.41,98.89,62.15,1.457,ok,5.226,10.96
96,2024-02-01 00:47:30,70256,R1,21.17,102.41,23.9,0.529,ok,5.327,10.385
97,2024-02-01 00:48:00,37425,R3,30.61,97.7,83.29,0.847,ok,5.85,14.097
98,2024-02-01 00:48:30,55293,R3,26.12,103.98,49.88,1.3,ok,3.387,12.101
99,2024-02-01 00:49:00,60858,R1,16.97,100.86,52.83,1.541,warn,4.906,9.803
100,2024-02-01 00:49:30,31945,R3,22.96,101.87,52.2,1.18,ok,3.58,10.923
101,2024-02-01 00:50:00,84350,R1,17.98,98.92,58.43,1.416,ok,5.753,10.616
102,2024-02-01 00:50:30,52863,R3,20.95,101.99,72.31,1.004,ok,4.991,10.998
103,2024-02-01 00:51:00,20998,R4,20.79,102.3,24.36,0.923,ok,3.972,9.128
104,2024-02-01 00:51:30,44944,R3,29.71,102.2,76.49,1.395,ok,4.493,11.386
105,2024-02-01 00:52:00,77792,R1,23.25,100.14,53.68,2.016,ok,5.35,12.29
106,2024-02-01 00:52:30,31011,R3,17.27,99.08,72.84,0.262,ok,5.747,11.628
107,2024-02-01 00:53:00,72308,R1,19.87,103.68,50.48,0.606,ok,7.316,12.396
108,2024-02-01 00:53:30,90733,R1,16.68,103.88,43.64,0.84,ok,5.991,8.332
109,2024-02-01 00:54:00,67982,R1,24.65,102.86,67.56,0.905,ok,3.762,9.756
110,2024-02-01 00:54:30,26759,R3,18.74,98.45,31.35,0.799,ok,4.688,9.671
111,2024-02-01 00:55:00,32329,R4,24.22,102.95,44.34,0.623,ok,6.497,13.318
112,2024-02-01 00:55:30,87910,R1,25.14,100.07,39.53,0.767,ok,7.56,11.948
113,2024-02-01 00:56:00,50772,R4,22.62,101.31,94.29,1.52,ok,6.064,13.407
114,2024-02-01 00:56:30,53351,R1,18.91,101.2,79.2,1.164,ok,5.63,12.297
115,2024-02-01 00:57:00,11768,R2,30.8,102.46,25.95,0.319,warn,6.772,13.728
116,2024-02-01 00:57:30,59602,R4,25.24,104.54,75.55,0.145,ok,5.914,13.851
117,2024-02-01 00:58:00,67293,R2,24.11,98.86,59.24,0.508,ok,6.007,10.755
118,2024-02-01 00:58:30,98471,R2,26.67,100.72,67.92,0.825,ok,3.948,10.241
119,2024-02-01 00:59:00,36536,R1,20.95,98.4,68.25,0.34,ok,5.006,12.82
120,2024-02-01 00:59:30,88468,R2,27.06,100.36,64.32,1.548,ok,3.468,10.509
121,2024-02-01 01:00:00,70516,R1,20.56,99.76,24.84,0.199,ok,4.031,9.895
122,2024-02-01 01:00:30,67407,R2,21.12,98.98,37.03,0.149,ok,4.847,9.723
123,2024-02-01 01:01:00,74947,R1,24.6,103.22,55.61,0.988,ok,5.523,11.359
124,2024-02-01 01:01:30,28021,R4,21.72,103.48,92.13,1.024,ok,8.032,15.255
125,2024-02-01 01:02:00,40722,R2,25.8,107.0,70.4,0.09,ok,5.817,13.216
126,2024-02-01 01:02:30,46187,R2,22.24,102.7,84.58,0.062,ok,5.445,14.879
127,2024-02-01 01:03:00,94663,R3,22.33,101.45,57.56,0.251,ok,5.973,13.071
128,2024-02-01 01:03:30,48453,R2,21.8,100.2,21.51,0.866,ok,6.212,8.539
