record_id,timestamp,device_id,region,temp,pressure,humidity,vibration,status,power_kw,load_score
1,2024-02-01 00:00:00,59734,R4,30.61,101.62,50.29,0.111,ok,7.138,14.86
2,2024-02-01 00:00:30,38141,R3,18.18,101.92,47.27,0.227,ok,5.866,9.27
3,2024-02-01 00:01:00,16814,R3,27.63,102.99,29.95,1.087,ok,6.826,12.227
4,2024-02-01 00:01:30,30188,R4,20.66,103.78,49.93,0.322,ok,5.248,11.508
5,2024-02-01 00:02:00,74699,R1,20.97,100.58,23.49,2.744,warn,4.393,8.405
6,2024-02-01 00:02:30,26380,R1,18.25,102.76,40.47,0.665,ok,4.903,9.077
7,2024-02-01 00:03:00,58722,R1,22.29,103.23,74.65,0.912,ok,4.701,12.468
8,2024-02-01 00:03:30,87415,R3,28.36,97.2,82.61,0.537,ok,5.041,12.231
9,2024-02-01 00:04:00,57172,R3,21.29,100.34,87.53,0.057,ok,5.809,13.354
10,2024-02-01 00:04:30,87177,R3,20.43,101.12,49.7,0.45,ok,4.134,9.386
11,2024-02-01 00:05:00,39007,R1,27.76,100.06,41.2,0.364,ok,6.345,13.411
12,2024-02-01 00:05:30,19320,R3,24.72,103.74,42.26,0.944,ok,3.101,10.952
13,2024-02-01 00:06:00,18777,R3,29.83,103.49,65.15,1.798,ok,5.038,12.536
14,2024-02-01 00:06:30,36017,R4,20.11,106.1,46.66,0.011,ok,7.269,12.176
15,2024-02-01 00:07:00,63203,R1,30.31,102.88,54.86,0.682,warn,3.287,11.296
16,2024-02-01 00:07:30,69540,R3,29.91,103.02,35.68,1.32,ok,5.248,12.487
17,2024-02-01 00:08:00,64983,R4,17.15,100.55,33.93,0.75,ok,5.907,8.903
18,2024-02-01 00:08:30,73115,R3,16.03,99.02,49.53,0.471,ok,5.707,9.19
19,2024-02-01 00:09:00,82688,R2,17.11,104.05,23.96,0.63,ok,3.615,6.39
20,2024-02-01 00:09:30,49480,R1,22.42,101.35,27.43,0.243,ok,4.443,9.255
21,2024-02-01 00:10:00,23584,R4,23.58,101.5,29.51,1.028,ok,6.936,12.089
22,2024-02-01 00:10:30,53326,R1,22.18,103.76,75.57,1.21,ok,3.232,10.791
23,2024-02-01 00:11:00,58391,R3,22.38,100.65,56.58,0.111,ok,4.917,11.938
24,2024-02-01 00:11:30,76597,R2,26.81,101.78,87.63,1.018,ok,5.484,13.627
25,2024-02-01 00:12:00,10083,R3,26.69,97.61,27.09,1.137,ok,5.249,12.492
26,2024-02-01 00:12:30,49506,R1,19.05,102.95,40.67,0.556,ok,3.735,8.626
27,2024-02-01 00:13:00,11518,R4,28.96,104.59,89.38,1.091,ok,1.093,11.546
28,2024-02-01 00:13:30,96387,R3,23.19,103.45,94.8,0.395,warn,1.704,10.391
29,2024-02-01 00:14:00,88607,R4,18.11,97.25,39.79,0.69,ok,4.656,8.681
30,2024-02-01 00:14:30,37851,R1,28.91,98.05,49.3,2.935,ok,5.832,12.742
31,2024-02-01 00:15:00,37358,R3,22.93,98.23,49.36,0.36,warn,6.046,11.928
32,2024-02-01 00:15:30,20062,R2,25.16,102.39,73.66,0.84,ok,5.56,12.35
33,2024-02-01 00:16:00,80065,R1,25.97,100.85,61.28,1.61,ok,4.263,12.684
34,2024-02-01 00:16:30,32791,R2,21.42,97.71,67.67,0.491,ok,5.265,12.634
35,2024-02-01 00:17:00,40605,R2,20.25,97.1,39.77,0.991,ok,4.583,11.116
36,2024-02-01 00:17:30,15028,R1,23.84,106.55,88.99,1.006,ok,5.381,15.088
37,2024-02-01 00:18:00,80734,R4,18.31,101.38,83.87,0.866,ok,3.794,11.577
38,2024-02-01 00:18:30,92989,R3,20.83,98.9,72.83,1.891,ok,3.216,11.39
39,2024-02-01 00:19:00,10379,R2,25.13,103.03,91.59,1.119,ok,6.1,13.545
40,2024-02-01 00:19:30,68394,R4,24.35,101.56,80.55,0.087,ok,4.649,11.434
41,2024-02-01 00:20:00,58095,R2,23.07,104.25,78.73,0.479,ok,5.283,11.953
42,2024-02-01 00:20:30,27667,R4,23.67,101.31,86.0,0.891,warn,6.533,14.086
43,2024-02-01 00:21:00,99279,R1,23.88,98.51,64.2,1.587,ok,5.758,13.763
44,2024-02-01 00:21:30,13307,R2,27.13,99.01,31.24,1.203,ok,4.927,11.273
45,2024-02-01 00:22:00,53866,R3,23.69,97.36,39.9,0.77,ok,6.511,11.054
46,2024-02-01 00:22:30,86214,R4,23.79,102.18,86.86,0.613,warn,5.7,11.799
47,2024-02-01 00:23:00,47740,R4,22.4,99.71,50.9,0.104,ok,3.75,8.592
48,2024-02-01 00:23:30,43395,R2,19.9,101.53,71.04,1.582,ok,4.535,10.748
49,2024-02-01 00:24:00,41388,R2,19.4,103.12,20.63,0.094,ok,6.59,9.451
50,2024-02-01 00:24:30,28837,R4,28.21,100.67,23.44,0.761,ok,4.778,10.527
51,2024-02-01 00:25:00,71531,R1,23.86,101.16,55.78,1.009,warn,6.552,12.244
52,2024-02-01 00:25:30,46591,R2,23.19,103.09,26.07,0.393,ok,6.671,12.581
53,2024-02-01 00:26:00,13666,R2,18.04,99.52,37.34,0.599,ok,4.851,9.524
54,2024-02-01 00:26:30,24658,R1,26.09,102.4,43.5,1.112,ok,6.526,12.604
55,2024-02-01 00:27:00,69173,R4,24.95,99.53,29.61,1.034,ok,3.914,9.161
56,2024-02-01 00:27:30,16436,R1,31.48,97.49,46.24,1.29,ok,4.017,11.154
57,2024-02-01 00:28:00,26733,R4,24.9,102.21,91.57,1.468,ok,2.682,12.444
58,2024-02-01 00:28:30,11961,R1,21.46,101.43,51.34,0.655,ok,5.291,10.96
59,2024-02-01 00:29:00,90996,R3,25.19,101.9,72.86,1.122,ok,4.509,12.629
60,2024-02-01 00:29:30,10769,R2,20.94,101.03,64.64,1.031,ok,3.602,10.363
61,2024-02-01 00:30:00,63225,R2,24.04,103.87,57.31,0.885,ok,7.277,14.054
62,2024-02-01 00:30:30,65631,R3,26.8,99.77,32.31,0.622,ok,3.49,9.604
63,2024-02-01 00:31:00,48674,R4,22.84,98.42,41.52,0.8,ok,4.852,11.604
64,2024-02-01 00:31:30,39690,R1,20.69,100.0,21.81,0.99,warn,3.336,6.152
65,2024-02-01 00:32:00,38232,R3,24.61,100.81,54.29,1.226,ok,4.514,12.193
66,2024-02-01 00:32:30,33099,R3,28.03,102.48,49.8,0.475,ok,4.152,10.473
67,2024-02-01 00:33:00,86296,R4,28.53,101.16,72.02,1.666,ok,7.385,16.175
68,2024-02-01 00:33:30,51340,R2,25.83,99.19,54.72,0.64,warn,6.321,11.703
69,2024-02-01 00:34:00,40693,R2,24.95,100.82,86.23,1.168,ok,6.003,13.922
70,2024-02-01 00:34:30,66741,R3,24.02,99.64,44.61,1.655,ok,5.729,12.623
71,2024-02-01 00:35:00,41843,R2,30.33,100.25,78.55,0.658,ok,7.601,13.688
72,2024-02-01 00:35:30,31751,R1,26.36,101.69,93.52,0.158,ok,3.641,12.768
73,2024-02-01 00:36:00,36590,R3,25.41,100.3,66.21,0.351,fail,5.364,13.279
74,2024-02-01 00:36:30,21558,R2,14.01,98.94,85.16,0.47,ok,6.23,12.13
75,2024-02-01 00:37:00,10788,R3,17.38,102.78,86.86,0.074,ok,6.043,12.583
76,2024-02-01 00:37:30,70350,R3,28.99,100.69,49.27,1.309,ok,5.552,13.137
77,2024-02-01 00:38:00,91189,R4,25.48,102.83,93.04,1.085,ok,5.707,15.205
78,2024-02-01 00:38:30,35206,R3,15.63,105.22,90.69,0.743,ok,3.628,11.532
79,2024-02-01 00:39:00,65198,R3,19.56,100.94,85.17,0.859,warn,5.187,12.693
80,2024-02-01 00:39:30,86191,R3,20.65,101.35,64.29,0.614,ok,4.555,11.976
81,2024-02-01 00:40:00,47391,R2,26.02,102.52,28.56,0.36,ok,4.59,10.056
82,2024-02-01 00:40:30,56007,R3,27.22,102.03,82.7,0.957,ok,3.911,12.145
83,2024-02-01 00:41:00,94000,R3,26.91,100.03,94.83,1.288,ok,5.081,14.221
84,2024-02-01 00:41:30,98441,R1,23.32,100.69,54.81,0.729,ok,5.549,11.771
85,2024-02-01 00:42:00,16644,R1,16.54,100.35,31.52,0.232,ok,4.816,9.33
86,2024-02-01 00:42:30,26316,R4,18.05,100.64,23.02,0.76,ok,5.828,10.216
87,2024-02-01 00:43:00,93866,R1,24.02,97.53,39.54,0.481,ok,5.081,9.681
88,2024-02-01 00:43:30,21337,R3,24.66,98.95,92.41,1.251,ok,5.299,12.795
89,2024-02-01 00:44:00,73550,R2,25.35,101.36,37.51,0.642,ok,6.497,11.97
90,2024-02-01 00:44:30,24264,R4,20.16,102.9,90.7,1.073,ok,6.225,13.945
91,2024-02-01 00:45:00,90378,R4,26.54,98.92,47.91,0.191,warn,7.087,12.645
92,2024-02-01 00:45:30,97899,R2,19.67,103.1,88.41,0.919,ok,5.689,13.156
93,2024-02-01 00:46:00,25142,R3,31.94,100.67,62.97,0.673,ok,7.962,16.06
94,2024-02-01 00:46:30,71373,R4,26.02,102.55,90.5,0.975,warn,6.123,13.077
95,2024-02-01 00:47:00,59666,R2,20.7,104.28,21.22,1.218,ok,5.714,9.418
96,2024-02-01 00:47:30,63794,R3,29.2,100.69,85.54,0.328,ok,7.49,17.413
97,2024-02-01 00:48:00,35452,R2,16.01,102.52,66.64,0.639,ok,5.991,11.812
98,2024-02-01 00:48:30,40786,R2,23.88,98.03,81.61,1.248,ok,6.954,16.338
99,2024-02-01 00:49:00,86605,R2,29.63,101.1,35.81,1.08,ok,6.586,13.327
