record_id,num_01,num_02,num_03,num_04,num_05,num_06,num_07,num_08,num_09,num_10,num_11,num_12,transaction_count,mean_amount,return_rate,risk_class
1,1.423894291825911,0.3013139980530929,-1.3877710298267538,-2.6151847257644736,0.062436829828714346,2.256151552968444,-1.3249778227487343,0.6761840128507992,-1.2171951900705804,-3.3245275274682364,-3.8768764832245703,0.24149446562918075,65,113.01,0.10158541993609888,1
2,-1.1307878136287473,-1.00674553437281,-0.20500611190257004,1.9530828956249935,1.1683894516644182,0.3623797875553417,0.8473089900586123,-1.3569550453750563,0.6245833670736165,0.28973045117880414,0.32578649164753315,1.594133476657142,30,78.57,0.17412340313260244,1
3,-2.4632376662320965,1.5800499328469066,-0.29961219482457324,2.571917099568643,-0.6378343370807723,1.0121780448825533,0.5493338729760591,-0.35244321574605997,1.7799962104349647,-1.6966002070134754,0.1987345363687576,1.5368946474436984,43,88.3,0.034422890512354656,1
4,-1.2630766296350766,1.325693267203327,0.3970663557400063,0.934241694740237,-3.133795775937863,1.2384075732044715,1.0836259719455819,-0.6135584903124442,-0.6746673526617833,-2.7854489447684245,1.7653806475281055,0.9523484990849149,52,103.4,0.0,0
5,0.7274712840625581,1.1026114201274304,0.536863352946767,-0.2900311816395167,-1.1812739390419893,0.7047743230800254,-0.05643112698429942,-0.3314734315951158,1.6202617205445806,-2.503513911125827,0.6380648387705206,-1.6850222505624894,50,154.12,0.026483039462142116,0
6,-1.0249586481700628,-0.38832714338837465,-1.3659956926909145,0.4290392726192871,-2.1658543248416304,-4.163907486638346,0.4227111413406006,-0.308206387693712,-0.7788870005026123,2.4396216310806254,1.1692232860719867,0.43464719553628917,32,122.48,0.002102304645841468,1
7,3.3823544700973884,-0.5603972140650575,1.4489296226591832,-1.6802480974119351,-4.045348083216722,1.0070269041797342,1.198684039888731,-3.2183297564974955,-0.3790168574255871,-7.684748440101674,1.322199894707707,-3.1769463515045078,75,180.28,0.0,0
8,0.5143425192872307,1.3214267328838951,0.09653435689655726,1.033632327933997,-2.0280820825033263,1.6874985382325423,2.2254389006979682,-0.673000135996795,0.78982355144175,-4.397096396394712,0.6012212208777505,0.23426762354089492,59,102.55,0.01700595633887966,0
9,-1.0688570560245239,0.7198559346204474,-0.0870812860723739,0.7927298874257025,-3.1986645190045,0.7607743690402207,1.072182828636354,0.6758654447779733,0.983823138864349,-2.6158502909409806,1.0982493509600364,0.4565591192458922,45,71.89,0.0,0
10,-3.2529652084902034,-0.40036146560709845,0.892306604321686,2.8650360376202655,-2.2868009282239354,1.02779423171187,0.5016962587680841,1.7412423349288315,-1.4399743682932356,-3.3535986536760207,-0.8904926380631393,1.2959777865099358,17,88.39,0.00043357354993905396,1
