record_id,timestamp,device_id,region,temp,pressure,humidity,vibration,status,power_kw,load_score
1,2024-02-01 00:00:00,59366,R1,25.05,101.76,23.52,0.837,ok,7.139,12.666
2,2024-02-01 00:00:30,98415,R3,20.32,97.74,44.85,1.022,ok,5.183,11.061
3,2024-02-01 00:01:00,48848,R2,17.63,102.73,84.26,0.701,ok,6.669,13.917
4,2024-02-01 00:01:30,13635,R2,21.03,100.29,92.02,1.139,ok,5.759,14.561
5,2024-02-01 00:02:00,28716,R1,22.43,98.12,89.11,0.416,ok,6.192,12.801
6,2024-02-01 00:02:30,21050,R1,25.42,102.22,46.29,0.751,ok,6.449,13.646
7,2024-02-01 00:03:00,81527,R4,20.16,98.08,41.65,1.248,ok,5.452,11.69
8,2024-02-01 00:03:30,51783,R1,16.89,102.74,62.16,0.072,ok,4.259,11.092
9,2024-02-01 00:04:00,27949,R4,25.31,97.67,73.09,0.905,ok,5.113,12.256
10,2024-02-01 00:04:30,96798,R2,22.35,103.01,39.09,0.667,ok,6.499,11.873
11,2024-02-01 00:05:00,31466,R1,29.63,101.27,45.4,1.361,ok,4.319,11.547
12,2024-02-01 00:05:30,22491,R2,27.53,101.5,35.02,0.387,ok,4.902,11.375
13,2024-02-01 00:06:00,18698,R2,23.37,99.03,73.74,0.553,ok,3.952,11.913
14,2024-02-01 00:06:30,39304,R1,25.07,101.04,22.59,1.152,ok,5.321,10.638
15,2024-02-01 00:07:00,33284,R2,29.82,101.89,77.95,0.378,ok,1.663,10.289
16,2024-02-01 00:07:30,27253,R3,29.33,101.13,92.55,1.364,ok,6.552,15.529
17,2024-02-01 00:08:00,73477,R2,18.05,105.06,83.57,1.562,ok,6.102,14.304
18,2024-02-01 00:08:30,38947,R3,22.05,105.26,56.32,1.469,ok,2.997,9.266
19,2024-02-01 00:09:00,76252,R3,22.79,102.69,40.77,0.221,warn,4.538,9.983
20,2024-02-01 00:09:30,14972,R4,21.58,101.5,87.83,0.177,ok,5.909,13.842
21,2024-02-01 00:10:00,96957,R4,30.07,102.18,52.83,1.357,ok,3.823,12.518
22,2024-02-01 00:10:30,67231,R4,24.29,102.28,38.41,0.665,ok,6.081,10.271
23,2024-02-01 00:11:00,31582,R3,28.0,100.97,71.68,1.991,ok,3.962,12.661
24,2024-02-01 00:11:30,16172,R1,29.69,99.87,55.8,0.903,warn,4.658,11.327
25,2024-02-01 00:12:00,27850,R2,23.19,103.76,24.5,0.263,warn,4.876,9.861
26,2024-02-01 00:12:30,97758,R4,28.67,103.86,21.01,1.082,ok,4.193,8.243
27,2024-02-01 00:13:00,30364,R1,30.86,99.99,54.4,0.134,warn,6.478,14.941
28,2024-02-01 00:13:30,23612,R4,20.3,98.92,45.18,1.575,fail,7.316,14.046
29,2024-02-01 00:14:00,34036,R2,26.33,103.93,40.37,0.286,warn,6.617,12.358
30,2024-02-01 00:14:30,36566,R3,22.13,102.49,71.39,0.942,fail,4.688,11.628
31,2024-02-01 00:15:00,68543,R3,26.01,102.06,60.43,0.829,warn,5.214,11.591
32,2024-02-01 00:15:30,14661,R1,22.03,103.02,83.65,0.058,ok,5.067,11.439
33,2024-02-01 00:16:00,78137,R1,15.96,104.58,93.89,0.988,ok,5.545,12.858
34,2024-02-01 00:16:30,74174,R4,27.84,99.18,65.47,2.139,ok,4.42,11.604
35,2024-02-01 00:17:00,39580,R4,24.25,100.86,92.81,1.33,warn,6.406,14.951
36,2024-02-01 00:17:30,45935,R2,22.16,95.86,23.1,1.032,ok,4.559,8.515
37,2024-02-01 00:18:00,18838,R1,25.31,99.35,93.62,1.131,ok,6.913,14.556
38,2024-02-01 00:18:30,56676,R3,22.63,103.08,51.34,1.124,ok,7.687,12.697
39,2024-02-01 00:19:00,55187,R1,25.63,102.84,60.01,1.272,ok,4.332,13.091
40,2024-02-01 00:19:30,72180,R3,20.87,105.67,55.23,1.111,ok,6.597,12.83
41,2024-02-01 00:20:00,11396,R2,24.38,99.27,68.39,1.0,ok,4.01,11.527
42,2024-02-01 00:20:30,13936,R1,22.94,100.38,53.95,1.723,ok,6.756,12.08
43,2024-02-01 00:21:00,44157,R3,23.72,100.16,82.29,0.698,ok,5.698,14.182
44,2024-02-01 00:21:30,33439,R3,19.77,104.66,24.48,0.888,ok,6.868,9.756
45,2024-02-01 00:22:00,20299,R4,23.69,100.1,93.48,1.695,ok,4.936,13.053
46,2024-02-01 00:22:30,47703,R1,25.45,101.1,81.48,0.907,ok,4.788,14.715
47,2024-02-01 00:23:00,55963,R3,19.61,101.83,67.79,1.523,warn,5.232,10.986
48,2024-02-01 00:23:30,18364,R1,15.25,103.17,26.85,0.298,ok,5.744,10.145
49,2024-02-01 00:24:00,72537,R2,20.24,100.22,61.83,0.107,ok,5.589,11.908
50,2024-02-01 00:24:30,17416,R2,27.1,98.78,75.11,0.473,ok,5.392,13.632
51,2024-02-01 00:25:00,88425,R4,20.23,98.28,91.73,0.838,ok,6.222,12.689
52,2024-02-01 00:25:30,10405,R4,20.91,101.69,51.42,0.039,ok,6.221,11.958
53,2024-02-01 00:26:00,24736,R3,10.5,98.05,24.19,0.08,ok,3.69,7.903
54,2024-02-01 00:26:30,72768,R1,28.23,101.74,87.92,0.444,ok,5.547,13.827
55,2024-02-01 00:27:00,14158,R1,17.99,95.16,54.91,0.35,warn,5.806,9.961
56,2024-02-01 00:27:30,48318,R2,22.47,100.13,71.44,0.827,ok,5.639,12.75
57,2024-02-01 00:28:00,89609,R3,31.0,102.19,53.71,0.377,ok,6.333,13.166
58,2024-02-01 00:28:30,89710,R2,25.32,100.68,21.0,0.225,ok,5.627,11.122
59,2024-02-01 00:29:00,15688,R4,24.79,101.26,52.68,0.559,warn,8.292,13.612
60,2024-02-01 00:29:30,22680,R2,26.66,100.12,60.72,1.172,ok,1.477,8.815
61,2024-02-01 00:30:00,99137,R4,24.9,103.62,80.66,1.622,ok,2.366,10.513
62,2024-02-01 00:30:30,45187,R2,27.68,98.19,70.63,0.768,ok,7.142,14.521
63,2024-02-01 00:31:00,24131,R2,19.62,101.43,91.63,1.742,ok,6.056,11.672
64,2024-02-01 00:31:30,98217,R1,29.01,101.88,23.96,1.917,ok,3.615,9.267
65,2024-02-01 00:32:00,40200,R2,26.5,99.16,92.6,0.309,ok,4.136,12.064
66,2024-02-01 00:32:30,27612,R4,15.38,99.89,64.33,0.354,warn,4.791,10.831
67,2024-02-01 00:33:00,36850,R2,24.11,103.79,85.34,1.03,ok,5.706,13.422
68,2024-02-01 00:33:30,39132,R1,22.39,101.71,42.69,0.334,warn,4.437,9.37
69,2024-02-01 00:34:00,82453,R2,25.36,104.7,52.83,1.497,ok,5.204,12.399
70,2024-02-01 00:34:30,99428,R4,28.82,101.62,39.21,0.418,ok,4.162,11.527
71,2024-02-01 00:35:00,45530,R1,21.04,103.83,57.93,1.058,ok,4.239,8.441
72,2024-02-01 00:35:30,89995,R2,22.62,103.45,74.6,1.711,warn,6.112,13.409
73,2024-02-01 00:36:00,19325,R2,25.37,100.7,81.69,1.267,ok,5.99,13.089
74,2024-02-01 00:36:30,89617,R1,18.67,101.09,26.58,1.343,warn,6.737,9.352
75,2024-02-01 00:37:00,81070,R2,16.37,102.02,67.25,0.602,ok,4.753,11.072
76,2024-02-01 00:37:30,32393,R3,23.27,102.4,27.34,0.391,ok,4.691,8.831
77,2024-02-01 00:38:00,73278,R1,25.36,101.44,59.56,1.53,ok,6.923,14.627
78,2024-02-01 00:38:30,91304,R4,24.26,100.26,62.22,1.675,ok,3.761,10.556
79,2024-02-01 00:39:00,40868,R3,21.5,102.34,51.83,0.003,ok,5.418,12.783
80,2024-02-01 00:39:30,34285,R1,25.4,98.12,39.49,1.287,ok,5.636,12.013
81,2024-02-01 00:40:00,72106,R1,28.48,101.36,59.95,0.923,ok,3.224,11.179
82,2024-02-01 00:40:30,58529,R3,23.26,102.62,27.32,1.174,ok,4.875,10.807
83,2024-02-01 00:41:00,47573,R1,18.73,99.49,50.51,1.38,ok,3.906,9.077
84,2024-02-01 00:41:30,71495,R2,19.21,102.15,52.33,0.602,fail,5.848,11.167
85,2024-02-01 00:42:00,79530,R1,26.77,99.08,22.86,1.466,ok,2.069,8.967
86,2024-02-01 00:42:30,78518,R1,22.73,100.29,58.86,2.176,ok,6.589,13.298
87,2024-02-01 00:43:00,47062,R4,17.97,103.27,70.68,0.124,ok,4.813,9.261
88,2024-02-01 00:43:30,23977,R3,21.8,98.93,38.03,1.342,ok,5.747,9.398
89,2024-02-01 00:44:00,35780,R3,22.98,98.69,64.39,1.06,ok,6.21,13.763
90,2024-02-01 00:44:30,87974,R1,20.13,99.87,73.04,0.89,ok,6.643,14.353
91,2024-02-01 00:45:00,37747,R2,21.32,100.78,57.04,0.109,ok,4.874,9.956
92,2024-02-01 00:45:30,19376,R4,24.46,100.82,65.6,0.861,warn,5.449,10.744
93,2024-02-01 00:46:00,20986,R4,32.94,100.78,57.69,1.102,ok,4.592,14.323
94,2024-02-01 00:46:30,73313,R1,29.95,100.73,66.26,0.653,ok,5.612,14.14
95,2024-02-01 00:47:00,40728,R1,26.89,102.41,59.39,1.344,warn,4.983,11.604
96,2024-02-01 00:47:30,82780,R1,27.53,102.89,67.96,1.207,ok,6.274,14.136
97,2024-02-01 00:48:00,11181,R4,26.28,101.36,64.29,0.224,fail,5.792,14.394
98,2024-02-01 00:48:30,11864,R1,31.85,97.07,62.07,0.379,warn,6.698,14.952
99,2024-02-01 00:49:00,80204,R4,23.46,102.91,58.08,0.896,ok,5.855,12.706
100,2024-02-01 00:49:30,43301,R1,21.57,100.55,28.67,0.371,ok,4.492,8.723
101,2024-02-01 00:50:00,94562,R3,23.08,103.73,91.41,1.15,ok,5.313,13.612
102,2024-02-01 00:50:30,52570,R2,22.28,101.82,33.5,1.079,ok,5.865,12.215
103,2024-02-01 00:51:00,97288,R2,24.23,99.55,86.26,0.304,ok,5.505,13.242
104,2024-02-01 00:51:30,69275,R3,24.12,101.44,88.2,1.746,ok,5.755,14.792
105,2024-02-01 00:52:00,89247,R4,29.04,101.98,67.33,0.511,ok,5.75,12.421
106,2024-02-01 00:52:30,32672,R1,24.36,97.82,51.85,0.864,ok,5.643,12.282
107,2024-02-01 00:53:00,12636,R2,23.37,102.92,48.72,1.077,ok,8.722,15.58
108,2024-02-01 00:53:30,88206,R2,21.82,101.36,73.73,0.152,ok,7.031,13.589
109,2024-02-01 00:54:00,81425,R3,20.18,101.81,42.92,0.382,ok,5.883,9.976
110,2024-02-01 00:54:30,99163,R1,26.42,102.06,91.93,0.999,warn,3.469,12.295
111,2024-02-01 00:55:00,34718,R4,22.78,101.72,44.99,0.643,ok,6.438,11.48
112,2024-02-01 00:55:30,20520,R4,22.43,101.52,33.07,0.947,ok,5.167,10.85
113,2024-02-01 00:56:00,25065,R4,26.72,106.28,61.34,0.792,ok,5.956,13.948
114,2024-02-01 00:56:30,97027,R2,25.9,101.38,24.32,0.69,ok,7.624,13.01
115,2024-02-01 00:57:00,72998,R3,22.82,100.09,71.53,1.005,ok,6.262,13.475
116,2024-02-01 00:57:30,43504,R3,25.87,102.5,91.57,1.497,ok,5.645,12.877
117,2024-02-01 00:58:00,81949,R3,16.45,100.0,64.24,0.575,ok,5.795,9.62
118,2024-02-01 00:58:30,61234,R3,22.07,104.37,80.62,0.152,ok,4.3,11.589
119,2024-02-01 00:59:00,12607,R1,19.27,99.61,88.87,1.081,ok,3.526,9.803
120,2024-02-01 00:59:30,46196,R3,26.51,101.17,76.93,1.05,ok,4.313,13.656
121,2024-02-01 01:00:00,11663,R3,19.06,105.55,39.62,1.019,ok,5.325,9.899
122,2024-02-01 01:00:30,70214,R1,26.97,101.78,42.79,0.328,ok,5.925,13.085
123,2024-02-01 01:01:00,15329,R3,25.69,99.46,45.36,2.001,ok,7.387,13.872
124,2024-02-01 01:01:30,29698,R4,24.78,96.83,57.29,1.579,ok,4.117,12.406
125,2024-02-01 01:02:00,71257,R1,20.33,105.72,65.99,0.989,ok,6.688,12.95
126,2024-02-01 01:02:30,80148,R4,19.73,101.98,41.08,0.168,ok,5.932,10.481
127,2024-02-01 01:03:00,83996,R2,20.34,100.63,78.55,0.61,ok,3.725,10.174
128,2024-02-01 01:03:30,43722,R4,21.48,98.98,93.77,0.771,ok,4.034,11.795
129,2024-02-01 01:04:00,99802,R4,28.33,101.26,35.54,0.821,ok,3.714,8.6
130,2024-02-01 01:04:30,58543,R4,21.95,100.9,80.62,0.146,ok,3.133,9.528
131,2024-02-01 01:05:00,98632,R1,23.53,104.33,38.44,0.43,ok,5.808,12.006
132,2024-02-01 01:05:30,97779,R2,26.84,99.25,46.09,1.451,ok,3.553,10.323
133,2024-02-01 01:06:00,38330,R1,20.46,100.38,81.03,1.066,warn,5.356,12.436
